city,timestamp,temperature,season
New York,2010-01-01,-5.424557920590166,winter
New York,2010-01-02,-8.354640622162679,winter
New York,2010-01-03,4.745344559853254,winter
New York,2010-01-04,-3.2189089545850185,winter
New York,2010-01-05,6.836201676750306,winter
New York,2010-01-06,-0.14754879412709887,winter
New York,2010-01-07,-4.339297425236758,winter
New York,2010-01-08,1.5811279390729402,winter
New York,2010-01-09,-1.2194680031652012,winter
New York,2010-01-10,-0.022077636061006538,winter
New York,2010-01-11,-11.138985731195417,winter
New York,2010-01-12,-1.074469127869423,winter
New York,2010-01-13,-3.784064139828912,winter
New York,2010-01-14,-1.214403860358892,winter
New York,2010-01-15,-5.821692372212331,winter
New York,2010-01-16,-0.14924613961624353,winter
New York,2010-01-17,0.8316591563548897,winter
New York,2010-01-18,-1.7554688841278778,winter
New York,2010-01-19,-1.7989909736671603,winter
New York,2010-01-20,-11.528306450930778,winter
New York,2010-01-21,-2.5325276013651394,winter
New York,2010-01-22,9.398281444184624,winter
New York,2010-01-23,0.9223636819014005,winter
New York,2010-01-24,-0.20228880610496716,winter
New York,2010-01-25,-3.6464788510077484,winter
New York,2010-01-26,0.014093103373872845,winter
New York,2010-01-27,4.08340499671365,winter
New York,2010-01-28,3.942553468763616,winter
New York,2010-01-29,-3.954996358149054,winter
New York,2010-01-30,-4.779845480799659,winter
New York,2010-01-31,-1.7939057652311954,winter
New York,2010-02-01,6.694972310115434,winter
New York,2010-02-02,7.1190201547884255,winter
New York,2010-02-03,0.06792473678973679,winter
New York,2010-02-04,2.6101851397474123,winter
New York,2010-02-05,1.4895214849686342,winter
New York,2010-02-06,2.846925102407824,winter
New York,2010-02-07,0.6329856472925423,winter
New York,2010-02-08,5.919821076838732,winter
New York,2010-02-09,0.8951646138855733,winter
New York,2010-02-10,-8.524728272625511,winter
New York,2010-02-11,-2.892758688279802,winter
New York,2010-02-12,-0.8675197537155757,winter
New York,2010-02-13,-5.914831649240786,winter
New York,2010-02-14,-3.6400426605911456,winter
New York,2010-02-15,4.306991203546256,winter
New York,2010-02-16,3.253682796665788,winter
New York,2010-02-17,5.117841657307856,winter
New York,2010-02-18,-5.225233138399837,winter
New York,2010-02-19,-0.20107843456599367,winter
New York,2010-02-20,-0.8902313613038135,winter
New York,2010-02-21,-4.162711162447721,winter
New York,2010-02-22,-9.091220506716105,winter
New York,2010-02-23,3.6996724757989425,winter
New York,2010-02-24,7.6574176933161056,winter
New York,2010-02-25,-0.49705587897557557,winter
New York,2010-02-26,-7.014602379821978,winter
New York,2010-02-27,-0.48086238260304626,winter
New York,2010-02-28,3.6794871384660977,winter
New York,2010-03-01,9.900763090395717,spring
New York,2010-03-02,8.781581440285652,spring
New York,2010-03-03,5.265029908976107,spring
New York,2010-03-04,10.257181706469964,spring
New York,2010-03-05,12.28596848440142,spring
New York,2010-03-06,5.231530400905193,spring
New York,2010-03-07,7.844382080471396,spring
New York,2010-03-08,1.2443820678495214,spring
New York,2010-03-09,14.211078386080988,spring
New York,2010-03-10,13.144195915953027,spring
New York,2010-03-11,8.543588163777908,spring
New York,2010-03-12,18.008180958180894,spring
New York,2010-03-13,3.309080898424739,spring
New York,2010-03-14,9.679026956245968,spring
New York,2010-03-15,9.166405201427978,spring
New York,2010-03-16,9.495334912738707,spring
New York,2010-03-17,10.92165053576971,spring
New York,2010-03-18,4.8225828859050415,spring
New York,2010-03-19,2.2023066880097995,spring
New York,2010-03-20,12.446764639942645,spring
New York,2010-03-21,10.764185274593519,spring
New York,2010-03-22,8.314494936563525,spring
New York,2010-03-23,10.380361230985415,spring
New York,2010-03-24,9.642821168306273,spring
New York,2010-03-25,1.2291720080163877,spring
New York,2010-03-26,21.819643384120802,spring
New York,2010-03-27,15.35146770165236,spring
New York,2010-03-28,0.2218615156575492,spring
New York,2010-03-29,7.976901330565356,spring
New York,2010-03-30,17.18907017042243,spring
New York,2010-03-31,4.945840789602187,spring
New York,2010-04-01,11.644714356565515,spring
New York,2010-04-02,0.9662326400338213,spring
New York,2010-04-03,8.044762080546747,spring
New York,2010-04-04,7.249769099324847,spring
New York,2010-04-05,3.065359064805376,spring
New York,2010-04-06,-2.0998655412787386,spring
New York,2010-04-07,9.458944189976211,spring
New York,2010-04-08,15.885934873986734,spring
New York,2010-04-09,11.18245316575851,spring
New York,2010-04-10,10.00719447455729,spring
New York,2010-04-11,3.5722486756361427,spring
New York,2010-04-12,7.142832526294951,spring
New York,2010-04-13,11.03841182251011,spring
New York,2010-04-14,11.893940052396681,spring
New York,2010-04-15,18.669941385462444,spring
New York,2010-04-16,13.23938191723811,spring
New York,2010-04-17,15.174148540627755,spring
New York,2010-04-18,6.144935263561046,spring
New York,2010-04-19,10.41000123223775,spring
New York,2010-04-20,2.226274483947627,spring
New York,2010-04-21,6.613576329869067,spring
New York,2010-04-22,21.47185580482447,spring
New York,2010-04-23,9.88699380202807,spring
New York,2010-04-24,-6.058623760451045,spring
New York,2010-04-25,7.650319521474627,spring
New York,2010-04-26,8.832739867666538,spring
New York,2010-04-27,5.556349227922558,spring
New York,2010-04-28,5.406549564089709,spring
New York,2010-04-29,14.252178748150808,spring
New York,2010-04-30,13.112318939211248,spring
New York,2010-05-01,8.500679940316221,spring
New York,2010-05-02,12.657514046115296,spring
New York,2010-05-03,6.5803326634806965,spring
New York,2010-05-04,0.36723567966151194,spring
New York,2010-05-05,16.193864836601477,spring
New York,2010-05-06,16.356193031787722,spring
New York,2010-05-07,11.62760914213822,spring
New York,2010-05-08,10.626361250590659,spring
New York,2010-05-09,10.403625769069588,spring
New York,2010-05-10,4.948843182921637,spring
New York,2010-05-11,5.512256359635986,spring
New York,2010-05-12,20.44185254165872,spring
New York,2010-05-13,9.196538350335048,spring
New York,2010-05-14,17.64527962927169,spring
New York,2010-05-15,3.715193952523178,spring
New York,2010-05-16,19.538540176614987,spring
New York,2010-05-17,4.400864033139199,spring
New York,2010-05-18,9.771455738236947,spring
New York,2010-05-19,8.720528309222326,spring
New York,2010-05-20,10.469694456006154,spring
New York,2010-05-21,9.130721807042358,spring
New York,2010-05-22,8.81480967941343,spring
New York,2010-05-23,6.0203919103338395,spring
New York,2010-05-24,11.368201517217322,spring
New York,2010-05-25,22.02501860533123,spring
New York,2010-05-26,10.236061223690372,spring
New York,2010-05-27,13.965984149718519,spring
New York,2010-05-28,8.241901075741898,spring
